_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
figshare12174291	Classical epidemiology	3	3	1	Epidemiology	['Prevention']	Curator	china_22-01_to_16-03.csv	COVID-19 cases recorded in China from 22nd January to 16th March 2020. 
figshare12174294	Diagnosis	2	3	0.666666667	Diagnosis	['Prevention']	Neither--Epidemiology	india_22-01_to_16-03.csv	COVID-19 cases recorded in India from 22nd January to 16th March 2020. 
figshare12174294	Classical epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Curator	india_22-01_to_16-03.csv	COVID-19 cases recorded in India from 22nd January to 16th March 2020. 
figshare12174297	Diagnosis	2	3	0.666666667	Diagnosis	['Prevention']	Neither--Epidemiology	iran_22-01_to_16-03.csv	COVID-19 cases recorded in Iran from 22nd January to 16th March 2020. 
figshare12174297	Classical epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Curator	iran_22-01_to_16-03.csv	COVID-19 cases recorded in Iran from 22nd January to 16th March 2020. 
figshare12174297	Forecasting	2	3	0.666666667	Forecasting	['Prevention']	Neither--Epidemiology	iran_22-01_to_16-03.csv	COVID-19 cases recorded in Iran from 22nd January to 16th March 2020. 
figshare12188157	Mechanism of Transmission	3	3	1	Mechanism	['Prevention']	Curator	Data_Sheet_1_Does COVID-19 Spread Through Droplets Alone?.pdf	The full text of this article can be freely accessed on the publisher's website.
figshare12188157	Viral Shedding / Persistence	2	3	0.666666667	Transmission	['Prevention']	Curator	Data_Sheet_1_Does COVID-19 Spread Through Droplets Alone?.pdf	The full text of this article can be freely accessed on the publisher's website.
figshare12195696	Classical epidemiology	3	3	1	Epidemiology	['Prevention']	Curator	Linked COVID-19 Data: Robert Koch-Institut (RKI)	"Linked COVID-19 Data derived from 

<strong>Robert Koch Institute</strong> 

using the COVID-19 Ontology 

<a href=""https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a> 

developed for the Linked COVID-19 Data Dashboard: <a href=""http://covid19data.link/"">http://covid19data.link</a> 

  

This files include data for 

<ul>
	<li>covid19_rki*.ttl - single COVID-19 cases per day, collected by the RKI
	<ul>
		<li>https://www.arcgis.com/home/item.html?id=dd4580c810204019a7b8eb3e0b329dd6</li>
		<li>""confirmed"" is calcaulated by the column ""Refdatum""</li>
	</ul>
	</li>
	<li>covid19_rki_ger.ttl - COVID-19 cases per day for Germany, collected by the RKI</li>
	<li>covid19_rki_ger_cum.ttl - COVID-19 cases accumulated per day for Germany, collected by the RKI</li>
	<li>covid19_rki_fs.ttl - COVID-19 cases per day for the federal states in Germany, collected by the RKI</li>
	<li>covid19_rki_fs_cum.ttl - COVID-19 cases accumulated per day for the federal states in Germany, collected by the RKI</li>
</ul>

This RDF files are based on the NPGEO Corona Hub 2020 

<ul>
	<li>https://opendata.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0.geojson</li>
	<li>https://npgeo-corona-npgeo-de.hub.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0/data</li>
</ul>"
figshare12195735	Classical epidemiology	2	3	0.666666667	Epidemiology	['Diagnosis']	Both	COVID19 inpatient cases data.xls	"A data set on hospitalized patients with COVID-19, which information recorded included demographic data, signs and symptoms, medical history, laboratory values, time of virus negative, anti-virus treatment, and chest computed tomographic (CT) scans. All data are extracted from electronic medical records."
figshare12195735	Treatment	2	3	0.666666667	Treatment	['Diagnosis']	Both	COVID19 inpatient cases data.xls	"A data set on hospitalized patients with COVID-19, which information recorded included demographic data, signs and symptoms, medical history, laboratory values, time of virus negative, anti-virus treatment, and chest computed tomographic (CT) scans. All data are extracted from electronic medical records."
figshare12196296	Behavioral Research	2	3	0.666666667	Behavioral Research	['Prevention']	Algorithm	Next Generation Matrix Approach to Mask Effectiveness	"The spreadsheet ""masks"" uses a simple next generation approach to explore the potential impact of mask use on COVID-19 R0 in communities.<div> </div><div>Masks are effective in 2 ways: they prevent infection with COVID-19 in wearers; and prevent transmission by individuals with subclinical infection.  The model permits assortative mixing (sheet = ""Assortative""), based on the epsilon approach of Garnett and Anderson (<a href=""https://academic.oup.com/jid/article/174/Supplement_2/S150/884972"">https://academic.oup.com/jid/article/174/Supplement_2/S150/884972</a>).  The identity matrix in the extreme disassortative case is replaced by a matrix with zeroes in the diagonals.</div><div> </div><div>The parameter ""eta"" defines assortativity in the assortative case (0 = random, 1 = extreme assortative), and disassortativity (0 = random, 1 = extreme disassortative) in the disassortative case.</div><div> </div><div>For those unfamiliar with the next generation approach I have also included some classroom materials and a toy spreadsheet from the Dalla Lana School of Public Health, University of Toronto.</div>"
figshare12196296	Classical epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Both	Next Generation Matrix Approach to Mask Effectiveness	"The spreadsheet ""masks"" uses a simple next generation approach to explore the potential impact of mask use on COVID-19 R0 in communities.<div> </div><div>Masks are effective in 2 ways: they prevent infection with COVID-19 in wearers; and prevent transmission by individuals with subclinical infection.  The model permits assortative mixing (sheet = ""Assortative""), based on the epsilon approach of Garnett and Anderson (<a href=""https://academic.oup.com/jid/article/174/Supplement_2/S150/884972"">https://academic.oup.com/jid/article/174/Supplement_2/S150/884972</a>).  The identity matrix in the extreme disassortative case is replaced by a matrix with zeroes in the diagonals.</div><div> </div><div>The parameter ""eta"" defines assortativity in the assortative case (0 = random, 1 = extreme assortative), and disassortativity (0 = random, 1 = extreme disassortative) in the disassortative case.</div><div> </div><div>For those unfamiliar with the next generation approach I have also included some classroom materials and a toy spreadsheet from the Dalla Lana School of Public Health, University of Toronto.</div>"
figshare12197580	Diagnosis	2	3	0.666666667	Diagnosis	['Prevention']	Neither--Epidemiology	Linked COVID-19 Data: Robert Koch-Institut (RKI)	"Linked COVID-19 Data derived from <strong>Robert Koch Institute</strong> 
using the COVID-19 Ontology 
<a href=""https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a> 
developed for the Linked COVID-19 Data Dashboard: <a href=""http://covid19data.link/"">http://covid19data.link</a> 
  
This files include data for 
<ul>
	<li>covid19_rki*.ttl - single COVID-19 cases per day, collected by the RKI
	<ul>
		<li>https://www.arcgis.com/home/item.html?id=dd4580c810204019a7b8eb3e0b329dd6</li>
		<li>""confirmed"" is calcaulated by the column ""Refdatum""</li>
	</ul>
	</li>
	<li>covid19_rki_ger.ttl - COVID-19 cases per day for Germany, collected by the RKI</li>
	<li>covid19_rki_ger_cum.ttl - COVID-19 cases accumulated per day for Germany, collected by the RKI</li>
	<li>covid19_rki_fs.ttl - COVID-19 cases per day for the federal states in Germany, collected by the RKI</li>
	<li>covid19_rki_fs_cum.ttl - COVID-19 cases accumulated per day for the federal states in Germany, collected by the RKI</li>
</ul>
This RDF files are based on the NPGEO Corona Hub 2020 
<ul>
	<li>https://opendata.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0.geojson</li>
	<li>https://npgeo-corona-npgeo-de.hub.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0/data</li>
</ul>"
figshare12219572	Classical epidemiology	3	3	1	Epidemiology	"['Prevention', 'Forecasting']"	Both	Table_1_Covid-19: A Dynamic Analysis of Fatality Risk in Italy.xlsx	"Italy was the second country in the world to face a wide epidemic of Covid-19 after China. The ratio of the number of fatalities to the number of cases (case fatality ratio, CFR) recorded in Italy was surprisingly high and increased in the month of March. The older mean age of population, the changes in testing policy, and the methodological computation of CFR were previously reported as possible explanations for the incremental trend of CFR, a parameter theoretically expected to be constant. In this brief report, the official data provided by the Italian Ministry of Health were analyzed using fitting models and the linear fit method approach. This last methodology allowed us to reach two findings. The trend of the number of deaths followed a 1–3-day delay of positive cases. This delay was not compatible with a biological course of Covid-19 but was compatible with a health management explanation. The second finding is that the Italian number of deaths did not increase linearly with the number of positive cases, but their relationship could be modeled by a second-order polynomial function. The high number of positive cases might have a direct and an indirect effect on the number of deaths, the latter being related to the overwhelmed bed capacity of intensive care units. "
